title,date,price,cats,final_bidder,auctioneer,img,url,auctioneer_url
WWII Nazi Party Armband with Tag,"Jun 30, 2012",$120,,Internet Bid,"Ivy Auctions, Inc.",https://p1.liveauctioneers.com/1133/30438/11878117_1_x.jpg?quality=80&version=1339692351,https://www.liveauctioneers.com/item/11878117_32-wwii-nazi-party-armband-with-tag,https://www.liveauctioneers.com/auctioneer/1133/ivy-auctions-inc/
Five Nazi German Badges and Pins,"Jun 30, 2012",$80,Collectibles > Historical Memorabilia,Internet Bid,"Ivy Auctions, Inc.",https://p1.liveauctioneers.com/1133/30438/11878125_1_x.jpg?quality=80&version=1339692351,https://www.liveauctioneers.com/item/11878125_40-five-nazi-german-badges-and-pins,https://www.liveauctioneers.com/auctioneer/1133/ivy-auctions-inc/
Two Nazi German Silver Coins,"Jun 30, 2012",$30,Collectibles,Internet Bid,"Ivy Auctions, Inc.",https://p1.liveauctioneers.com/1133/30438/11878126_1_x.jpg?quality=80&version=1339692351,https://www.liveauctioneers.com/item/11878126_41-two-nazi-german-silver-coins,https://www.liveauctioneers.com/auctioneer/1133/ivy-auctions-inc/
Nazi WWII NSDAP Pin RZM M1/129 w/Swastika,"Jun 25, 2012",,Jewelry > Brooches &amp; Pins,,Universal Live,https://p1.liveauctioneers.com/1011/30490/11910506_1_x.jpg?quality=80&version=1339865105,https://www.liveauctioneers.com/item/11910506_nazi-wwii-nsdap-pin-rzm-m1129-wswastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWI M16 German Austrian Early Nazi Frei Korps w/Bullet,"Jun 25, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30490/11910720_1_x.jpg?quality=80&version=1339865105,https://www.liveauctioneers.com/item/11910720_wwi-m16-german-austrian-early-nazi-frei-korps-wbullet,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
A GERMAN WWII NAZI DR FRITZ TODT MEDAL AWARD,"Jan 08, 2022",$100,Collectibles,Internet Bid,Antique Arena Inc.,https://p1.liveauctioneers.com/6975/230501/119237156_1_x.jpg?quality=80&version=1639694028,https://www.liveauctioneers.com/item/119237156_a-german-wwii-nazi-dr-fritz-todt-medal-award,https://www.liveauctioneers.com/auctioneer/6975/antique-arena-inc/
NAZI WAR MERIT MEDAL-ORIG-MALTESE CROSS W/SWASTIKA 1939,"Jun 28, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30518/11929866_1_x.jpg?quality=80&version=1340146948,https://www.liveauctioneers.com/item/11929866_nazi-war-merit-medal-orig-maltese-cross-wswastika-1939,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
Nazi 40 Year Faithful Service Medal and Ribbon,"Dec 19, 2021",$100,"Collectibles > Coins, Currency &amp; Stamps",Internet Bid,"Auctions By B. Langston, LLC",https://p1.liveauctioneers.com/1484/230573/119300365_1_x.jpg?quality=80&version=1639771939,https://www.liveauctioneers.com/item/119300365_nazi-40-year-faithful-service-medal-and-ribbon,https://www.liveauctioneers.com/auctioneer/1484/auctions-by-b-langston-llc/
WWII German Nazi Eagle Hat Pin,"Dec 19, 2021",,,,"Auctions By B. Langston, LLC",https://p1.liveauctioneers.com/1484/230573/119300383_1_x.jpg?quality=80&version=1639771939,https://www.liveauctioneers.com/item/119300383_wwii-german-nazi-eagle-hat-pin,https://www.liveauctioneers.com/auctioneer/1484/auctions-by-b-langston-llc/
WWII Nazi German Helmet,"Jan 01, 2022",$300,Collectibles > Historical Memorabilia > Political Memorabilia,Internet Bid,Iroquois Auctions,https://p1.liveauctioneers.com/3799/221285/119319321_1_x.jpg?quality=80&version=1639791294,https://www.liveauctioneers.com/item/119319321_wwii-nazi-german-helmet,https://www.liveauctioneers.com/auctioneer/3799/iroquois-auctions/
RARE GERMAN NAZI WAFFEN SS AFRIKA KORPS PITH HELMET,"Jun 24, 2012",$600,Collectibles,Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/30535/11935564_1_x.jpg?quality=80&version=1340218427,https://www.liveauctioneers.com/item/11935564_66-rare-german-nazi-waffen-ss-afrika-korps-pith-helmet,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
LOT OF 12 GERMAN NAZI STICK PINS,"Jun 24, 2012",$85,Jewelry > Brooches &amp; Pins,Competing Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/30535/11935742_1_x.jpg?quality=80&version=1340218427,https://www.liveauctioneers.com/item/11935742_244-lot-of-12-german-nazi-stick-pins,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
GERMAN NAZI 1ST CLASS IRON CROSS,"Jun 24, 2012",$110,,Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/30535/11935748_1_x.jpg?quality=80&version=1340218427,https://www.liveauctioneers.com/item/11935748_251-german-nazi-1st-class-iron-cross,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
GERMAN NAZI LUFTWAFFE HERMANN GORING REGIMENTAL BA,"Jun 24, 2012",$170,"Collectibles > Coins, Currency &amp; Stamps",Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/30535/11935754_1_x.jpg?quality=80&version=1340218427,https://www.liveauctioneers.com/item/11935754_257-german-nazi-luftwaffe-hermann-goring-regimental-ba,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
RARE GERMAN NAZI 136 GARMISCH WINTER OLYMPICS BADG,"Jun 24, 2012",$100,,Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/30535/11935756_1_x.jpg?quality=80&version=1340218427,https://www.liveauctioneers.com/item/11935756_259-rare-german-nazi-136-garmisch-winter-olympics-badg,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
7 1930s European Photo Albums,"Dec 26, 2021",$100,"Collectibles > Books, Magazines &amp; Papers > Scrapbooks &amp; Photo Albums",Internet Bid,Cordier Auctions &amp; Appraisals,https://p1.liveauctioneers.com/446/230852/119553944_1_x.jpg?quality=80&version=1640127462,https://www.liveauctioneers.com/item/119553944_7-1930s-european-photo-albums,https://www.liveauctioneers.com/auctioneer/446/cordier-auctions-and-appraisals/
German Nazi Waffen SS w/Swastika Folding Pocket Knife,"Jan 29, 2022",$50,Collectibles,Internet Bid,South Florida Auction &amp; Estate Sale Services Inc,https://p1.liveauctioneers.com/6629/230931/119634905_1_x.jpg?quality=80&version=1640181197,https://www.liveauctioneers.com/item/119634905_german-nazi-waffen-ss-wswastika-folding-pocket-knife,https://www.liveauctioneers.com/auctioneer/6629/south-florida-auction-and-estate-sale-services-inc/
Large NAZI German Reichsadler Eagle Swastika Pin,"Jan 29, 2022",,Jewelry > Brooches &amp; Pins,Internet Bid,South Florida Auction &amp; Estate Sale Services Inc,https://p1.liveauctioneers.com/6629/230931/119635360_1_x.jpg?quality=80&version=1640181197,https://www.liveauctioneers.com/item/119635360_large-nazi-german-reichsadler-eagle-swastika-pin,https://www.liveauctioneers.com/auctioneer/6629/south-florida-auction-and-estate-sale-services-inc/
NAZI German Reichsadler Eagle Swastika Tag/Fob,"Jan 29, 2022",$26,Collectibles,Internet Bid,South Florida Auction &amp; Estate Sale Services Inc,https://p1.liveauctioneers.com/6629/230931/119635361_1_x.jpg?quality=80&version=1640181197,https://www.liveauctioneers.com/item/119635361_nazi-german-reichsadler-eagle-swastika-tagfob,https://www.liveauctioneers.com/auctioneer/6629/south-florida-auction-and-estate-sale-services-inc/
THIRD REICH REICHSPOST OCEAN TELEGRAM W SWASTIKA,"Jan 05, 2022",$40,Collectibles > Historical Memorabilia > Political Memorabilia,Competing Bid,Affiliated Auctions,https://p1.liveauctioneers.com/368/231056/119696938_1_x.jpg?quality=80&version=1640877546,https://www.liveauctioneers.com/item/119696938_third-reich-reichspost-ocean-telegram-w-swastika,https://www.liveauctioneers.com/auctioneer/368/affiliated-auctions/
ORIGINAL NAZI NSKK/MOTORCYCLE TROOPS UNIFORM INSIGNIA,"Jul 10, 2012",$63,,Competing Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999264_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999264_original-nazi-nskkmotorcycle-troops-uniform-insignia,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
RARE NAZI DSB/GERMAN HOMEOWNER'S ASSOC. BADGE ORIGINAL,"Jul 10, 2012",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999267_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999267_rare-nazi-dsbgerman-homeowner-s-assoc-badge-original,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
VERY RARE PORCELAIN NAZI CHRISTMAS TREE ORNAMENT,"Jul 10, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999274_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999274_very-rare-porcelain-nazi-christmas-tree-ornament,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI DAF/WORKERS FRONT ORIGINAL INSIGNIA,"Jul 10, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999276_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999276_nazi-dafworkers-front-original-insignia,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
LUFTWAFFE ORIGINAL NAZI GRAVY LADLE,"Jul 10, 2012",$95,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999282_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999282_luftwaffe-original-nazi-gravy-ladle,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII NAZI ORIG STICKPIN WITH EAGLE &amp; SWASTIKA GES GESCH,"Jul 10, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999285_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999285_wwii-nazi-orig-stickpin-with-eagle-and-swastika-ges-gesch,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL NAVY/NAZI KRIEGSMARINE DINING HALL FORK,"Jul 10, 2012",,Home &amp; Décor > Tableware &amp; Barware,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999288_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999288_original-navynazi-kriegsmarine-dining-hall-fork,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGIANL NAZI SLEEVE PATCH FOR UNIFORM,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999291_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999291_origianl-nazi-sleeve-patch-for-uniform,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI WEHRMACHT DINING HALL SPOON-EAGLE/SWASTIKA-WELLNER,"Jul 10, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999301_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999301_nazi-wehrmacht-dining-hall-spoon-eagleswastika-wellner,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
RARE TYPE ORIGINAL NAZI BUTTON,"Jul 10, 2012",$50,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999303_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999303_rare-type-original-nazi-button,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL NAZI HITLER YOUTH ORIGINAL BUCKLE,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999314_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999314_original-nazi-hitler-youth-original-buckle,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL BLACK NAZI WOUND BADGE,"Jul 10, 2012",$90,Collectibles > Historical Memorabilia,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999317_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999317_original-black-nazi-wound-badge,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII NAZI WAR MERIT CROSS WITH FULL RIBBON ORIG/MALTESE,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999328_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999328_wwii-nazi-war-merit-cross-with-full-ribbon-origmaltese,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
RARE ORIG NAZI IRON CROSS &amp; FULL RIBBON MAGNETIC CORE,"Jul 10, 2012",$160,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999335_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999335_rare-orig-nazi-iron-cross-and-full-ribbon-magnetic-core,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI WAR MERIT MEDAL-ORIGINAL W/FULL LENGTH RIBBON,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999342_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999342_nazi-war-merit-medal-original-wfull-length-ribbon,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI BLACK WOUND BADGE-CLEAN ORIGINAL HARD TO COME BY,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999365_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999365_nazi-black-wound-badge-clean-original-hard-to-come-by,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
1942 NAZI POLICE BADGE,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999370_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999370_1942-nazi-police-badge,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI S.A. SPORTS BADGE EARLY ORIGINAL,"Jul 10, 2012",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999379_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999379_nazi-sa-sports-badge-early-original,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI DAF/DEUTSCHES ARBEITSWORKERS LEAGUE METAL PLAQUE,"Jul 10, 2012",$95,Collectibles,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999446_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999446_nazi-dafdeutsches-arbeitsworkers-league-metal-plaque,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WEHRMACHT NAZI SUMMER TUNIC OFFICERS METAL BREAST EAGLE,"Jul 10, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999510_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999510_wehrmacht-nazi-summer-tunic-officers-metal-breast-eagle,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII WARTIME ORIGINAL NAZI INFANTRY ASSAULT AWARD BADGE,"Jul 10, 2012",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999533_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999533_wwii-wartime-original-nazi-infantry-assault-award-badge,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WWII NAZI WEHRMACHT BELT BUCKLE,"Jul 10, 2012",$50,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999534_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999534_wwii-nazi-wehrmacht-belt-buckle,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
Metal Eagle Nazi Statuette w/Swastika Symbol.,"Jan 01, 2022",$110,Collectibles,Competing Bid,Direct Auction Galleries ,https://p1.liveauctioneers.com/5818/230665/119995588_1_x.jpg?quality=80&version=1640716545,https://www.liveauctioneers.com/item/119995588_metal-eagle-nazi-statuette-wswastika-symbol,https://www.liveauctioneers.com/auctioneer/5818/direct-auction-galleries/
COMPLETE WEHRMACHT NAZI ARMY BELT AND BUCKLE ORIGINAL,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999569_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999569_complete-wehrmacht-nazi-army-belt-and-buckle-original,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL NAZI KRIEGSMARINE/NAVY DINING HALL TEASPOON,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999581_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999581_original-nazi-kriegsmarinenavy-dining-hall-teaspoon,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL 1932 EARLY NAZI BADGE YOUTH DAY,"Jul 10, 2012",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999605_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999605_original-1932-early-nazi-badge-youth-day,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGNIAL NAZI 1944 SPORTS EAGLE AND SWASTIKA PATCH,"Jul 10, 2012",,,,Universal Live,https://p1.liveauctioneers.com/1011/30649/11999608_1_x.jpg?quality=80&version=1340926969,https://www.liveauctioneers.com/item/11999608_orignial-nazi-1944-sports-eagle-and-swastika-patch,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
GERMAN HUNTING ASSN 50 YR BADGE UNDER NAZI REGIME,"Jul 11, 2012",$130,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/30676/12014070_1_x.jpg?quality=80&version=1341109602,https://www.liveauctioneers.com/item/12014070_german-hunting-assn-50-yr-badge-under-nazi-regime,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI WAR MERIT MEDAL-ORIG-MALTESE CROSS W/SWASTIKA 1939,"Jul 12, 2012",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/30675/12033144_1_x.jpg?quality=80&version=1341109672,https://www.liveauctioneers.com/item/12033144_nazi-war-merit-medal-orig-maltese-cross-wswastika-1939,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
WW2 GERMAN LUFTWAFFE PILOT BADGE W/MAKER MARKS,"Jan 17, 2022",$260,,Internet Bid,Rare Treasures,https://p1.liveauctioneers.com/6202/232533/120354744_1_x.jpg?quality=80&version=1641274435,https://www.liveauctioneers.com/item/120354744_ww2-german-luftwaffe-pilot-badge-wmaker-marks,https://www.liveauctioneers.com/auctioneer/6202/rare-treasures/
RARE WW2 GERMAN NAZI MINIATURE FLAG WITH SWASTIKA,"Jan 17, 2022",$60,,Internet Bid,Rare Treasures,https://p1.liveauctioneers.com/6202/232533/120354799_1_x.jpg?quality=80&version=1641274435,https://www.liveauctioneers.com/item/120354799_rare-ww2-german-nazi-miniature-flag-with-swastika,https://www.liveauctioneers.com/auctioneer/6202/rare-treasures/
WW2 GERMAN SOLIDER HAND-PAINTED NAZI HELMET,"Jan 17, 2022",$270,,Internet Bid,Rare Treasures,https://p1.liveauctioneers.com/6202/232533/120354845_1_x.jpg?quality=80&version=1641274435,https://www.liveauctioneers.com/item/120354845_ww2-german-solider-hand-painted-nazi-helmet,https://www.liveauctioneers.com/auctioneer/6202/rare-treasures/
